num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Conductor;De 55 a 59 años;Hombre;;;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;De 65 a 69 años;Mujer;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Autobús articulado;Pasajero;Más de 74 años;Mujer;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001250;06/01/2025;1:15:00;CALL. PRINCESA / CALL. FERNANDO EL CATOLICO;92;9;MONCLOA-ARAVACA;Alcance;Lluvia débil;Turismo;Pasajero;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439054;4476177;N;
2025S001260;06/01/2025;0:30:00;CALL. PRINCESA, 82;82;7;CHAMBERÍ;Alcance;Lluvia débil;Turismo;Conductor;De 21 a 24 años;Hombre;;;439122;4476040;N;
2025S001260;06/01/2025;0:30:00;CALL. PRINCESA, 82;82;7;CHAMBERÍ;Alcance;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;;;439122;4476040;N;
2025S001314;06/01/2025;3:55:00;PASEO. CASTELLANA, 286;286;5;CHAMARTÍN;Solo salida de la vía;Lluvia débil;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441838;4480999;N;
2025S001316;06/01/2025;4:40:00;CALL. LOS YEBENES, 100;100;10;LATINA;Caída;Lluvia débil;Motocicleta hasta 125cc;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;436143;4471634;S;
2025S001316;06/01/2025;4:40:00;CALL. LOS YEBENES, 100;100;10;LATINA;Caída;Lluvia débil;Motocicleta hasta 125cc;Pasajero;De 15 a 17 años;Mujer;2;Ingreso inferior o igual a 24 horas;436143;4471634;N;
2025S001321;06/01/2025;5:45:00;AUTOV. A-6, P.K. 5,700 SALIDA;+00600S;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;;Turismo;Conductor;De 21 a 24 años;Mujer;;;437416;4477950;S;
2025S001322;06/01/2025;6:28:00;PASEO. EDUARDO DATO / CALL. FERNANDEZ DE LA HOZ;7;7;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;De 25 a 29 años;Hombre;;;441054;4476036;N;
2025S001322;06/01/2025;6:28:00;PASEO. EDUARDO DATO / CALL. FERNANDEZ DE LA HOZ;7;7;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Conductor;De 35 a 39 años;Hombre;;;441054;4476036;S;
2025S001322;06/01/2025;6:28:00;PASEO. EDUARDO DATO / CALL. FERNANDEZ DE LA HOZ;7;7;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Pasajero;De 25 a 29 años;Hombre;;;441054;4476036;N;
2025S001322;06/01/2025;6:28:00;PASEO. EDUARDO DATO / CALL. FERNANDEZ DE LA HOZ;7;7;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Pasajero;De 25 a 29 años;Hombre;;;441054;4476036;N;
2025S001322;06/01/2025;6:28:00;PASEO. EDUARDO DATO / CALL. FERNANDEZ DE LA HOZ;7;7;CHAMBERÍ;Colisión fronto-lateral;;Turismo;Pasajero;De 25 a 29 años;Hombre;;;441054;4476036;N;
2025S001324;06/01/2025;8:18:00;PLAZA. LEGAZPI, 2;2;2;ARGANZUELA;Alcance;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441032;4471407;N;
2025S001324;06/01/2025;8:18:00;PLAZA. LEGAZPI, 2;2;2;ARGANZUELA;Alcance;Lluvia débil;Turismo;Conductor;De 60 a 64 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441032;4471407;N;
2025S001325;06/01/2025;8:00:00;AVDA. LUIS ARAGONES, 18;18;20;SAN BLAS-CANILLEJAS;Solo salida de la vía;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;448914;4476745;N;
2025S001326;06/01/2025;9:50:00;AUTOV. M-30, 04NL60;04NL60;5;CHAMARTÍN;Choque contra obstáculo fijo;;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;443926;4477345;N;
2025S001357;06/01/2025;10:55:00;CALL. GENERAL RICARDOS, 127;127;11;CARABANCHEL;Caída;Nublado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;438229;4471421;N;
2025S001357;06/01/2025;10:55:00;CALL. GENERAL RICARDOS, 127;127;11;CARABANCHEL;Caída;Nublado;Motocicleta hasta 125cc;Pasajero;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438229;4471421;N;
2025S001379;06/01/2025;12:10:00;CALL. OLIVA DE PLASENCIA / PLAZA. CUACOS DE YUSTE;2;10;LATINA;Atropello a persona;Lluvia débil;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;433813;4470041;N;
2025S001379;06/01/2025;12:10:00;CALL. OLIVA DE PLASENCIA / PLAZA. CUACOS DE YUSTE;2;10;LATINA;Atropello a persona;Lluvia débil;Turismo;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;433813;4470041;N;
2025S001379;06/01/2025;12:10:00;CALL. OLIVA DE PLASENCIA / PLAZA. CUACOS DE YUSTE;2;10;LATINA;Atropello a persona;Lluvia débil;Turismo;Peatón;De 60 a 64 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;433813;4470041;N;
2025S001399;06/01/2025;12:00:00;CALL. MARISMAS, 22;22;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;De 70 a 74 años;Hombre;;;444535;4472529;N;
2025S001405;06/01/2025;12:25:00;CALL. GOLFO DE DARIEN / CALL. TANGER;16;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;De 35 a 39 años;Mujer;;;444708;4470436;N;
2025S001405;06/01/2025;12:25:00;CALL. GOLFO DE DARIEN / CALL. TANGER;16;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Conductor;Desconocido;Desconocido;;;444708;4470436;N;
2025S001405;06/01/2025;12:25:00;CALL. GOLFO DE DARIEN / CALL. TANGER;16;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Lluvia débil;Turismo;Pasajero;De 35 a 39 años;Hombre;;;444708;4470436;N;
2025S001408;06/01/2025;13:10:00;CALL. MONTEARAGON, 8;8;16;HORTALEZA;Colisión lateral;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;;;444137;4479403;N;
2025S001408;06/01/2025;13:10:00;CALL. MONTEARAGON, 8;8;16;HORTALEZA;Colisión lateral;Nublado;Turismo;Conductor;De 55 a 59 años;Hombre;;;444137;4479403;N;
2025S001425;06/01/2025;14:35:00;PLAZA. COLON, 1;1;1;CENTRO;Colisión fronto-lateral;;Turismo;Conductor;De 40 a 44 años;Hombre;;;441438;4475146;N;
2025S001425;06/01/2025;14:35:00;PLAZA. COLON, 1;1;1;CENTRO;Colisión fronto-lateral;;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441438;4475146;N;
2025S001453;06/01/2025;15:10:00;PASEO. CASTELLANA, 74;74;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441436;4476687;N;
2025S001453;06/01/2025;15:10:00;PASEO. CASTELLANA, 74;74;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441436;4476687;N;
2025S001453;06/01/2025;15:10:00;PASEO. CASTELLANA, 74;74;5;CHAMARTÍN;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;441436;4476687;N;
2025S001453;06/01/2025;15:10:00;PASEO. CASTELLANA, 74;74;5;CHAMARTÍN;Alcance;Despejado;Turismo;Pasajero;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441436;4476687;N;
2025S001453;06/01/2025;15:10:00;PASEO. CASTELLANA, 74;74;5;CHAMARTÍN;Alcance;Despejado;Turismo;Pasajero;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;441436;4476687;N;
2025S001454;06/01/2025;17:40:00;CALL. SERRANO / CALL. HERMOSILLA;44;4;SALAMANCA;Choque contra obstáculo fijo;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441678;4475327;N;
2025S001455;06/01/2025;16:40:00;CALL. VIA, 19;19;11;CARABANCHEL;Colisión lateral;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;;;438850;4470887;N;
2025S001455;06/01/2025;16:40:00;CALL. VIA, 19;19;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;;;438850;4470887;N;
2025S001458;06/01/2025;15:20:00;CALL. CARTAGENA / CALL. PILAR DE ZARAGOZA;34;4;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443148;4476214;N;
2025S001458;06/01/2025;15:20:00;CALL. CARTAGENA / CALL. PILAR DE ZARAGOZA;34;4;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;443148;4476214;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Conductor;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;444345;4477491;N;
2025S001459;06/01/2025;18:30:00;AUTOV. A-2, +00500E;+00500E;15;CIUDAD LINEAL;Alcance;Nublado;Turismo;Pasajero;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444345;4477491;N;
2025S001461;06/01/2025;18:10:00;CALL. RAFAEL BERGAMIN, 10;10;15;CIUDAD LINEAL;Colisión fronto-lateral;;Turismo;Conductor;De 35 a 39 años;Hombre;;;443941;4477706;N;
2025S001461;06/01/2025;18:10:00;CALL. RAFAEL BERGAMIN, 10;10;15;CIUDAD LINEAL;Colisión fronto-lateral;;Turismo;Conductor;De 70 a 74 años;Mujer;;;443941;4477706;N;
2025S001478;06/01/2025;19:55:00;CALL. VILLAMAYOR DE SANTIAGO, 23A;23A;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;448334;4469540;N;
2025S001478;06/01/2025;19:55:00;CALL. VILLAMAYOR DE SANTIAGO, 23A;23A;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448334;4469540;N;
2025S001480;06/01/2025;20:50:00;RONDA. DON BOSCO, 16;16;11;CARABANCHEL;Colisión lateral;Despejado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;436165;4469726;S;
2025S001480;06/01/2025;20:50:00;RONDA. DON BOSCO, 16;16;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Mujer;14;Sin asistencia sanitaria;436165;4469726;N;
2025S001481;06/01/2025;19:15:00;CALL. ARROYO FONTARRON, 21;21;14;MORATALAZ;Alcance;Nublado;Turismo;Conductor;De 35 a 39 años;Hombre;;;444726;4472886;N;
2025S001481;06/01/2025;19:15:00;CALL. ARROYO FONTARRON, 21;21;14;MORATALAZ;Alcance;Nublado;Turismo;Conductor;De 45 a 49 años;Hombre;;;444726;4472886;N;
2025S001485;06/01/2025;20:40:00;CALL. GENERAL RICARDOS, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;439188;4472106;N;
2025S001485;06/01/2025;20:40:00;CALL. GENERAL RICARDOS, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Se desconoce;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439188;4472106;N;
2025S001485;06/01/2025;20:40:00;CALL. GENERAL RICARDOS, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;439188;4472106;N;
2025S001485;06/01/2025;20:40:00;CALL. GENERAL RICARDOS, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Se desconoce;Turismo;Pasajero;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439188;4472106;N;
2025S001486;06/01/2025;21:05:00;CALL. MUÑOPEDRO / CALL. VILLOSLADA;12;2;ARGANZUELA;Caída;Despejado;Ciclomotor;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;439260;4473055;S;
2025S001487;06/01/2025;21:15:00;CALL. FERNANDO LAZARO CARRETER / CALL. CARRIL DE LOS CALEROS;4;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;;;432476;4478995;N;
2025S001487;06/01/2025;21:15:00;CALL. FERNANDO LAZARO CARRETER / CALL. CARRIL DE LOS CALEROS;4;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;432476;4478995;N;
2025S001487;06/01/2025;21:15:00;CALL. FERNANDO LAZARO CARRETER / CALL. CARRIL DE LOS CALEROS;4;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;;;432476;4478995;N;
2025S001488;06/01/2025;22:31:00;CALL. MARIA BARRIENTOS / CALL. PILAR LORENGAR;12;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;441757;4467228;N;
2025S001488;06/01/2025;22:31:00;CALL. MARIA BARRIENTOS / CALL. PILAR LORENGAR;12;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;441757;4467228;N;
2025S001489;06/01/2025;23:50:00;AVDA. ALBUFERA / AVDA. BUENOS AIRES;3;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444595;4471413;N;
2025S001489;06/01/2025;23:50:00;AVDA. ALBUFERA / AVDA. BUENOS AIRES;3;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444595;4471413;N;
2025S001489;06/01/2025;23:50:00;AVDA. ALBUFERA / AVDA. BUENOS AIRES;3;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;444595;4471413;N;
2025S001493;06/01/2025;22:20:00;CALL. SALVADOR ALLENDE / AVDA. PESETA;28;11;CARABANCHEL;Atropello a animal;Despejado;;Conductor;Desconocido;Desconocido;;;435675;4468275;N;
2025S001511;06/01/2025;14:50:00;CALL. FUENTE CARRANTONA / AUTOV. M-23;61;14;MORATALAZ;Colisión múltiple;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446729;4473902;N;
2025S001511;06/01/2025;14:50:00;CALL. FUENTE CARRANTONA / AUTOV. M-23;61;14;MORATALAZ;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446729;4473902;N;
2025S001511;06/01/2025;14:50:00;CALL. FUENTE CARRANTONA / AUTOV. M-23;61;14;MORATALAZ;Colisión múltiple;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;446729;4473902;N;
2025S001490;07/01/2025;1:19:00;AVDA. AMERICA / CALL. FRANCISCO SILVELA;1;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;442557;4476543;N;
2025S001490;07/01/2025;1:19:00;AVDA. AMERICA / CALL. FRANCISCO SILVELA;1;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442557;4476543;N;
2025S001491;07/01/2025;1:40:00;AVDA. MONFORTE DE LEMOS / CALL. SINESIO DELGADO;1;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441668;4480736;N;
2025S001492;07/01/2025;0:40:00;CALL. ARROYO VALDECELADA, 10;10;11;CARABANCHEL;Colisión fronto-lateral;;Furgoneta;Conductor;Desconocido;Desconocido;;;437751;4472257;N;
2025S001492;07/01/2025;0:40:00;CALL. ARROYO VALDECELADA, 10;10;11;CARABANCHEL;Colisión fronto-lateral;;Sin especificar;Conductor;Desconocido;Desconocido;;;437751;4472257;N;
2025S001492;07/01/2025;0:40:00;CALL. ARROYO VALDECELADA, 10;10;11;CARABANCHEL;Colisión fronto-lateral;;Turismo;Conductor;Desconocido;Desconocido;;;437751;4472257;N;
2025S001502;07/01/2025;5:00:00;CALL. DOLORES, 3;3;6;TETUÁN;Colisión fronto-lateral;;Motocicleta > 125cc;Conductor;Desconocido;Desconocido;;;440440;4478919;N;
2025S001502;07/01/2025;5:00:00;CALL. DOLORES, 3;3;6;TETUÁN;Colisión fronto-lateral;;Turismo;Conductor;De 35 a 39 años;Hombre;;;440440;4478919;S;
2025S001506;07/01/2025;8:15:00;CALL. SAN BERNARDO / CALL. MANUELA MALASAÑA;96;7;CHAMBERÍ;Colisión lateral;;Turismo;Conductor;De 50 a 54 años;Hombre;;;440118;4475601;N;
2025S001506;07/01/2025;8:15:00;CALL. SAN BERNARDO / CALL. MANUELA MALASAÑA;96;7;CHAMBERÍ;Colisión lateral;;Turismo;Conductor;De 50 a 54 años;Hombre;;;440118;4475601;N;
2025S001522;07/01/2025;10:02:00;CALL. FRANCISCO SILVELA, 104;104;5;CHAMARTÍN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442454;4476664;N;
2025S001522;07/01/2025;10:02:00;CALL. FRANCISCO SILVELA, 104;104;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;442454;4476664;N;
2025S001523;07/01/2025;10:50:00;CALL. DUQUESA DE TAMAMES / CALL. ISABEL PATACON;38;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Tractocamión;Conductor;De 40 a 44 años;Mujer;;;436424;4469084;N;
2025S001523;07/01/2025;10:50:00;CALL. DUQUESA DE TAMAMES / CALL. ISABEL PATACON;38;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;436424;4469084;N;
2025S001562;07/01/2025;11:00:00;CALL. EMILIO MUÑOZ, 33;33;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;446720;4475877;N;
2025S001562;07/01/2025;11:00:00;CALL. EMILIO MUÑOZ, 33;33;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;446720;4475877;N;
2025S001595;07/01/2025;12:52:00;BULEV. JOSE PRAT / CALL. LADERA DE LOS ALMENDROS;6A;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;;;446893;4472128;N;
2025S001595;07/01/2025;12:52:00;BULEV. JOSE PRAT / CALL. LADERA DE LOS ALMENDROS;6A;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;446893;4472128;N;
2025S001596;07/01/2025;12:03:00;AVDA. ARCENTALES / CALL. AJOFRIN;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;446903;4475243;N;
2025S001596;07/01/2025;12:03:00;AVDA. ARCENTALES / CALL. AJOFRIN;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;446903;4475243;N;
2025S001597;07/01/2025;8:45:00;CALL. FLANDES / CALL. TIMANFAYA;1;14;MORATALAZ;Atropello a animal;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;446595;4473329;N;
2025S001601;07/01/2025;12:55:00;PASEO. EXTREMADURA / CALL. SAAVEDRA FAJARDO;2;10;LATINA;Colisión lateral;Despejado;Tractocamión;Conductor;De 40 a 44 años;Hombre;;;438500;4473983;N;
2025S001601;07/01/2025;12:55:00;PASEO. EXTREMADURA / CALL. SAAVEDRA FAJARDO;2;10;LATINA;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;;;438500;4473983;N;
2025S001602;07/01/2025;13:20:00;CALL. TOLEDO, 168;168;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;;;439448;4472702;N;
2025S001602;07/01/2025;13:20:00;CALL. TOLEDO, 168;168;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;439448;4472702;N;
2025S001606;07/01/2025;12:00:00;AVDA. POBLADOS / CALL. VIA LUSITANA;98;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;;;437645;4469463;N;
2025S001607;07/01/2025;12:50:00;CMNO. HORMIGUERAS, 169;169;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446125;4469787;N;
2025S001607;07/01/2025;12:50:00;CMNO. HORMIGUERAS, 169;169;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;446125;4469787;N;
2025S001608;07/01/2025;12:30:00;CALL. BARRAFON, 6;6;10;LATINA;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;437984;4473701;N;
2025S001609;07/01/2025;13:15:00;PLAZA. MANUEL BECERRA / CALL. ALCALA;20;4;SALAMANCA;Colisión fronto-lateral;Nublado;Furgoneta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;443247;4475467;N;
2025S001609;07/01/2025;13:15:00;PLAZA. MANUEL BECERRA / CALL. ALCALA;20;4;SALAMANCA;Colisión fronto-lateral;Nublado;Turismo;Conductor;De 55 a 59 años;Mujer;;;443247;4475467;N;
2025S001610;07/01/2025;13:30:00;CALL. FUENTEOVEJUNA, 17;17;10;LATINA;Colisión lateral;Despejado;Camión rígido;Conductor;De 55 a 59 años;Hombre;;;438212;4473424;N;
2025S001610;07/01/2025;13:30:00;CALL. FUENTEOVEJUNA, 17;17;10;LATINA;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;438212;4473424;N;
2025S001612;07/01/2025;15:11:00;AVDA. PLANETARIO, 1A;1A;2;ARGANZUELA;Choque contra obstáculo fijo;;Tractocamión;Conductor;Desconocido;Desconocido;;;441905;4471497;N;
2025S001613;07/01/2025;15:00:00;CALL. HACIENDA DE PAVONES, 271;271;14;MORATALAZ;Alcance;;Turismo;Conductor;De 30 a 34 años;Hombre;;;446558;4472259;N;
2025S001613;07/01/2025;15:00:00;CALL. HACIENDA DE PAVONES, 271;271;14;MORATALAZ;Alcance;;Turismo;Conductor;Desconocido;Desconocido;;;446558;4472259;N;
2025S001613;07/01/2025;15:00:00;CALL. HACIENDA DE PAVONES, 271;271;14;MORATALAZ;Alcance;;Turismo;Conductor;Desconocido;Desconocido;;;446558;4472259;N;
2025S001613;07/01/2025;15:00:00;CALL. HACIENDA DE PAVONES, 271;271;14;MORATALAZ;Alcance;;Turismo;Conductor;Desconocido;Desconocido;;;446558;4472259;N;
